review,sentiment
needs said 34 peterson 34 best tuners ever also use one pedal board wouldnt use anything else best tuners ever,1
peterson makes best accurate tuners high end strobe tuners must professional guitar repair shop allowing accurate intonation set ups tuner accurate even successfully set intonation couple instruments using although intended purpose however purchased intention taking along gigs guitar case unfortunately due flimsy plastic construction dont feel task would matter time gets broken taken house road far better purchasing cheap snark tuner lost broken wouldnt big deal replace accurate enough peoples use poor construction considering price,0
usb condenser mics specifically one great podcasts portability reason condensers one mic built interface interface glorified sound card microphone preamp analogue digital digital analogue adda converters course standalone interface going give way desirable results plugging microphone mic jack computer way way better mxl studio 24 usb even built interface going give quality far exceeding computers potential instead carry separate interface around one mxl studio 24 usb need laptop usb input youthere limitations though usb mic main one record microphone without able plug instruments although could record instruments using microphone way able layer tracks daw recording multiple tracks time possible mic unless recording thing multiple tracksthe really good thing mic getting pretty decent quality money anything need using microphone one sound device ideal quick easy affordableone problems using pro tools daw use one interface time since mic built interface cant use even garage band mac although ability use one interface toggle two able use two simultaneously plain words planning studio capabilities usb mic need couple mxl condenser mics bought studio mxl v57m early offering longer made found mxl v250 comparable one mxls like 990 muddy bottom end bottom fishing gooddecent condenser mic cad offerings also top sellerswhen using mxl 24 usb win 7 driver download necessary mic comes without included cd download free mxl studio control app includes input controls microphone gain adjustable high pass filter also nose gate adjustable threshold also output adjustments wellone thing unique usb mics working pc dependent course pc hardest time trying figure wrong couldnt get output pc free reaper daw recording software free 60 day trial also downloadable mxl finally gave trying various input options etc discovered troubleshooter windows 7 accessible via control panel sound type troubleshooter search box upper right corner answer mic input volume inside windows zero moved slider bang workedso sound quality getting decent quality price built interface even output jack plug headphones mini jack like computer laptop mic set podcasting function requires one microphone channels mic comes desktop stand indication intended purpose opposed studio vocal instrument mic great intended purpose,1
mxl studio 24 usb microphone decent choice needing portable good quality studio microphone professionally produce instructional videos shop customer locations often need voice footage mic replace theblue microphones snowball usb microphone textured whitewe use studio also themxl mics mxlstudio 1 usb condenser microphone cardioidwe previously used offsite recordingpros good voice quality cleanly captures spoken voices good physical quality beefy mic feels well made looks professional important functionality makes good impression customers long usb cord allows placement away pc headphone jack real time monitor handy listen live recording playback travels well includes protective travel case fits componentscons popfilter included normally wouldnt mention instructions include warning condenser mics susceptible water damage like breath moisture popfilter essential boughtnady mpf6 6inch clamp microphone pop filter left channel brings audio left channel compensate editing softwaremisc since music recording type cant comment mics performance area software studio control gui downloadable launched control finer functions microphone interface intuitive editing software sony vegas pro gives better control dothe mxl studio 24 mic meets needs may different yoursrecommendedcfh good mic recommeded,1
love mxl 2010 microphone versatility warmth capturing voice build quality reviews ive read mxl microphones always emphasized clear warm qualities brings voices instruments mxl studio 24 aims consumer seeks high quality condenser microphone without usb interface keeps recording equipment minimal literally connecting usb cable short mxl studio 24 excellent build stand microphone easy use software clear recording capabilitiesfeatures1 22mm condenser capsule big suit people2 cardioid pattern recommend also looking microphones figure 8 omnidirectional patterns suit needs better3 zero latency monitoring bonus feature condenser microphones have4 frequency response 20 hz 20 khz mxl 2010 30hz 20khz 30hz merely means capture even lowest lows5 output 18 headphone jack usb audio6 high pass filter 120hz 235hz 465hz software controlled7 lightweight 340gthoughts impressive build built like rock fine finish grill frame around grill solid surprised heavy base flat cone shape definitely keeps microphone place cheap plastic recording capability parallel experience mymxl 2010 multipattern studio mic clarity power isnt nearly good mxl 2010 certainly close using usb interface condenser microphone gets power able tweak settings bit usb bit set may suit people perfectly want minimal tweaks box occasional tweaks later software solid option easy use plug via usb literally way software installation optional microphone works without windows 7 64 bit detected microphone hiccupssummarythe mxl studio 24 usb microphone aimed users seek higher quality recording excellent build certainly cheaper usb condenser microphones many compare build durability mxl products like one fairly luxurious price mxl 24 justified excellent build clear recording ease use youre sure getting usb condenser microphone usb microphone matter recommend getting condenser microphone nonusb plugging via usb interface need guidance process im willing help cheers review mxl studio 24 coming mxl 2010 owner,1
occasionally give radio interviews participate telephone conference calls im also toying idea eventually podcast andor recording audiobooks first opened package struck sturdy professionallooking microphone even case impressed travel case elegant beautifully designed itselfthe microphone easy put together place stand one thing didnt like reaper pushed ive successfully used audacity years even important free program everything ask installed reaper immediately disliked interface also repeatedly yelled used past 60 days going make pay didnt like tone uninstalled mxl really reconsider association reaperi tested microphone phone call using google voice everyone spoke said voice quality superior cheaper mike ive using also tested audacity recording voice happy resultsthe packaging materials said received cd package looked everywhere couldnt find apparently need something called custom grahic user interface gui emailed technical support im still waiting hear back coolso reaper customer service definite negatives equipment outstanding nice two issues,1
microphone records mono youre unsure means doesnt capture sound full potential doesnt create leftright feeling recordings sound like coming one direction though useful things podcasts wouldnt recommend musician looking great voice quality looks nice would b e great skype call really wasnt expecting opened box tested youre looking mono microphone however good mono microphone okay better,0
intriguing idea microphone nice condenser builtin monitoring possible simple solution musician really wants keep rig minimal seemed test microphone usb io device first appearance impressive theres nicelycompartmentalized carrying case inside theres milled aluminum desk stand cable short manual microphone shock mount mic looks good almost mass may mean much used lots micsnone lacking hefti set shootout studio acousticallytreated room calibrated studio monitors think fair test kept simple using steel string guitar played several styles comparison mic used akg perception 420 multipattern mic thats little expensive cardiodonly version exactly price mxl used cardiod pattern think fair comparison basis price get point akg beat mxl every way quieter much better midrange glance specs online mxl shows significant boost higher frequencies leading 3db rise 8k polar pattern shown broadband multiple frequencies shows dip 45degree position things could easily hearso purely microphone mxl doesnt match mics price range thats complete comparison mxl little headphone jack side performer listen zero latency thats plus comes couple big minuses mic vulnerable cable scrapes vibrations coming headphone cablebetter make sure hold still use theres also volume knob appears affect listening recording level means easy inadvertently skew recording levels youre mounting mic tweaking listening leveltheres also optional software control panel mac windows goes mic provides noise gate compressor long basic controls recording monitoring im unlikely ever use dynamics processing done cant undone id apply fact ive got plenty time dial leaves level controlsa place mxl could careful theres microphone gain works conjunction thumbwheel mic takes figure theres highpass filtertremendously useful rumble problem dont know filter analog digital domain hope analog theres nothing documentation theres biggest problem theres playback level control allows mix play back mics headphone jack also means thatdepending dawits easy set feedback path wont like thatthe biggest question mind microphone traditional mic connected preamp used sample rate mics expensive inexpensive ive years years preampinterface changes mxl usbonly 4448 cant easily set multiples usb mics without clocking issues usbfirewire mic preamps zerolatency monitoring mode mic doesnt really offer anything cant get elsewhere end dont really think good choice casual musicians milled aluminum desk mount holds answer youre podcaster serious skyper mic deserves consideration decent mic spoken voicethe hf boost helpful bringing articulationand single usb connection keeps desk uncluttered course plenty choices application think thats best light shine one almost,0
much noise one spot way betterlot featureoutlets 182113 used power either 9v 12v pedals outlet use voltage selector switches choose voltage need plug pedal gooutlet 4 works way gives similar choice 8211 except it8217s 9v 18voutlets 5 6 may used one time use time might get noise like outlets 182113 outlet 5 gives choice 9v 12v outlet 6 12v ac outlet pedals require ac power6 isolated outputs delivering 300ma centre pin negative ac output connector 6 power pedalsmost pedals 20 30 potentially could 40 plus pedals chain awesomeall cables needlike trex fuel tank power supplies new chameleon comes full set cables help keep board clutterfree you8217ve selected voltage options plug playexcellentdont even think itjust get ithighly recommend great power supply,1
nice way ensure pedals powered properly ive noticed helps cut excessive noise generated pedals cheaper power sources use wish power cable supply longer nothing extension cable cant fix weird thing switches voltage options installed upside lt didnt bother really get situation cant stand im sure coukd open flip little switch box around nice way keep pedals organized reduce noise,1
picked old boss me6b required boss bra120 power supply thing outputs 12vac also different size connector wallwart power supplies go around thirty dollars wasnt interested instead spent ninety dollars fuel tank got dc power plug 55x21mm 63x30mm female adapter using 12vac output fuel tank chameleon works great awesome overkill solution also powers everything else looks fine works great solved boss me6b power problem,1
power supply unbelieveble versatile first saw believed 6 pedals turns power lot pedals better power supply power 12 pedals got pedal board even power im buying 3 work thats say best world theres nothing better,1
using joyo power supply bought fuzz ran plugs bought job plan getting couple juniors next since 1 18v pedal rest 9s works great,1
must guitarist multi effects comes range wires like camt use last two ports together ac ports good cool,1
power supply offer pedals 9vdc 12vdc 18vd 12vac im using 8 pedals conected power supply dont kind noise hum adjustable power supply,1
love guitar terrific sound gorgeous gig bag although padded works well well made pockets handy allone best purchases ive made money happy fantastic guitar,1
believe ive rated instrument really like plays easily good sound also like fact doesnt require 9 volt battery whereas others played would buy company probally future thank full size thinline acusticelectric guitar,1
amazing guitar couldnt put experience playing really really expensive guitars 500 beater acoustic going take beach stuff actually got warped never played well couldnt imagine would b getting 90 wrong best acoustic currently thing sounds like sustains holds tune like similar 200000 martin model thats zero exaggeration get see blown away bought second one wish found guitar sooner unbelievable,1
good beginner intermediate guitar play profit get something better cheap case least fit guitar like im playing entertainment church times electronics volume tone rocks little battery powered honeytone amp nice finish nice guitar money good price,1
right box playable tune strings holding pitch well couple hours playtime electronics fine guitar got adjust string action bit hey goes territory minor flaws finish money spent real workhorse plays great excellent value,1
nice strap takes care business fine wish could found colorful style could find line black good strap nice strap,1
strap comfortable plenty room expand fit wide enough continue comfy around perfect uke mandolin banjolele even extra thin travel ukes really like perfect small instrument,1
trouble finding uke sized straps often use larger guitar straps fits right looks right well made expensive wish found buying guitar straps right size,1
ordered strap use concert tenor ukes worksi already owned ukulele leashtype thing required poke arm loop one end put hook ukes sound hole tie head problem course let go uke still falls away body sometimes disastrously strap like one completely let go uke stays perfectly place chord changes strumming become easier dont concentrate much clamping thing body supporting neckthis nice size strap wide narrow length easily adjusted work variety uke uke player sizes require least one button bottom uke end strap tied head included string like way case installed two buttons convenient strap doesnt interfere chordhand buttons usedstrap buttonsif thought installing buttons makes hesitant put fears aside done quickly easily end result well worth heres entertaining howto video walk stick strap,1
keep thinking going interfere tuning nutwill trying get use worked good,1
welldesigned strap looks works really nice id say little expensive cut price least 13 would 5 star rating really cool strap little expensive,1
looked lot different straps ordering one hesitated bit couldnt find anywhere specified width good price took chance one half inches wide way im happy like flexibility attach one end either headstock button cant think negatives nice functional nonflashy strap job well wide enough doesnt feel like digging shoulder looked lot different straps,1
price effect u get better dealuse acoustic guitar pedal board though job im satisfiedit works awesome electric guitar get awesome,1
little hesitant get stomp pedal especially delay price figured go wrongif good least youre lot money ive thoroughly impressed pedal much sturdy appears photos actually like input output jacks front works great far dont regret purchasingworth every dimewhere else get greatfunctioning delay pedal price cant beat money,1
inexpensive works great homewanna purposes superloaded heavy delay etc definitely gives effect links well pedals battery wears pretty quick come 9 v plug therefore would recommend spending couple bucks get standard 9v plug amazon local electronics store worry batteries always going deadi like enough probably get companys petals effect good price rightfor limited purposes works great pro gigging road probably want get versitile heavy duty expensive delay petal price works well,1
delay really nice especially price fan fab line effects several favorite delay echo durable confident plastic body pedals remain durable complaint markings level knobs thin pale red line hard see could thoughtfully desingned thick bright white line would contrast knob surface done paint marker whiteout brush considered ahead time good delay knob hard see,1
bought friend cheap plastic enclosure affects noticeably guitars tone exactly useable delay tried use cleans punk ska band messing controls get suitable delay stay away one get better used pedal worth dollars youll spend,-1
danelectro fab series pedals offer great sound without digging budget d8 600ms delay effects pedal works great gives much delay need theres fancy bells whistles good old manual adjustments lets dial delay want effort series pedals fab hard plastic cases less expensive hardware costly units works quit well danelectro offers expensive units dont think sound much better hardware better thats view cant go wrong product danelectro around years makes great producti six danelectro effects pedals work great delay delay delay great,1
like danelectro pedals one great sound case fairly inexpensive price though higher pedals though get acdc adapter itll put poor house supplying 9vs itit eats like candy great sound,1
delay pedal inexpensive works dont find lot variance adjustments job made case may plastic appears quite rugged job,1
love cheap little pedalsi dont know would make long tour rough use good small club use careful handlergreat around house rehearsala little noisy expect price rightso far reliable months use take little club tour post back problems reliability concerns preventative measures address beforehandotherwise great product look cool also like something 60s star trek something09272013i still use pedal main pedal board sounds goodsound guy asked night showed didnt believe me10 best analog delay sounds needs boutique pedals great pedal price,1
two delay pedals inexpensive one behringer although one even cheaper already cheap behringer danelectro sounds natural behringer somewhat brittle high end delayed signal perfectly ok applications danelectro warmer almost analog feel sounds awesome used conjunction lead boost solos case plastic unless eat 3 times weight golden corral buffet jump pedal feet youre going break thing dont like three control knobs facing away use suppose done allow knobs fit retro look pedal ok fine ive heard pedals costing twice much dont sound nice one one reviewer wrote guitarists would rather catch aids seen cheap pedals pedal board however think cheap pedals function quite well cases well expensive counterparts nerve put pedal board holy grail ocd boutique pedals promise ones wont catch aids fact whole ensemble benefit great price heck great twice price,1
ive owned two pedals quirk delay amazing repeats trail decay beautifullythe controls give wide range tonesbut theyve randomly gone feedback loop one constant high pitched screeching tonemy signal chain low gain done pedal chain another pedals influence love sound wont use live case feedbackthat said still good pedal good effect one problem,1
replaced older strings acoustic guitar strings bit harder play forgiving fingertips people learning play sound great lot better stock strings came guitar sound great,1
whenever played traditional strings fingertips would turn green bare metal would react salt sweat fingers oxidize similar statue liberty corrosion causes strings become duller worn defining feature product coating meant prevent moisture causing reaction therefore strings last much longer traditionally coating reduced sound quality guitar strings however product wonderful first 3 days strings sound strange stretch little sound perfectly fine fingers stopped turning green proof product works yet buy another set strings2 months laterthese strings great admit last 3 5 times long advertised last twice long proof fingers,0
outstanding strings sound great littler softer ears standard martin strings last longer worth difference price regular noncoated strings martin sp strings,1
really well wish id ordered lights usually buy elizir thought id give try im sorry martin like elixers best opinion guitar strings,1
cant afford best guitar market buy best strings would highly recommend acoustic guitar great strings,1
people tell need buy 1000 dollar tube amp sound goodshuuut upmic pa youre set never need another amp againuse amp modeling software fender includes vast array tonesfor 100 bucksspend money top end guitar get amp need ignore gear snobs,1
havent picked guitar 15 years long winter needed something occupy timei broke strat discovered amp dead mice eaten wiringcrapso online see defined state art itif need basic practice amp decent laptop internet connection help produce sound simple instructions itno foot pedals expensive addons really pure creative sound wont break bankbuy amp best purchase yet,1
last amplifier purchased fender twin valve years ago difficult use small apartment loud giving trying use volume 1 searched smaller thing amp looked suspiciously cheap although reviews great still concerned whether would good enough arrived got realizing went web downloading presets kinds features including recording really mind blowing thing built sounds effects better many effect pedals longer use zoom setting emulate twin reverb effects used lightly amazed quality practise amp recommend anybody wants huge bang buck amazing money,1
amp ton fun presets sound great also spend hours tweaking sounds fender fuse software fun little amp pros beginners alike best modeling practice amp price,1
love amp reasons solidly made everything high quality best comes fender fuse software whereby hook pc using usb cable included 34control34 amps features actual settings ampwithout even touching knobs including special effects like various stomp box addins effects like reverb distortion phaser factory presets dials etc even select different amps pc screen visually also go online app download presets people created want play pink floyd song download david gilmour preset go got dark side moon wall preset ready go cool 20 watts beats 10 works record directly amp pc mixpad software program deal 100i bought two,1
got mine trade practically nothing figured could sell make bucks saw mustang amp around never gave credibility looked like toy anyway decided plug shocked full sound little 8 inch speaker researched found program called fuse interface amp downloaded linked amp saw make lot changes cant done knobs saw deluxe reverb setting deluxe reverb reissue dialed settings fuse software amazement sound like smaller version deluxe fender really got close modeling went ahead programmed patches set footswitch change 2 settings liked much went bought mustang ii almost like mustang better ii enough power gig arent loud band leave deluxe reverb home next small gig use mustang maybe even little one mic nice,1
ordered arrived surprisingly quickly arrived large box within fender amp box guess 2 boxes good provides protection sadly tried use amp didnt work checked wall plug cord flicked several switches knobs still didnt work needless say sent amp back amazon quick painless wanted exchange expected amp received check exchange amp sent shocked find soon return ups label recorded ups store shipped another amp arrived 4 days since returned first one wow thats customer servicethe amp great small footprint sounds great want bedroombasement practice amp job nicely explored fuse software potential almost endless honestly dont think every fully utilize full capability fuse software need basic sound simple tweeking may use someone elses uploaded presets play various options later summary 5 stars amp 5 stars customer service didnt work,1
really great amp price youre new electric guitar want amp get started buy one incredible versatility get started trying huge range different sounds without invest variety effects different ampsi got much expected price amp really like bassman twin reverb settingsi wont claim buy amp never need something bigger better vintage tube etc meet needs use home buy 20w version plenty loud home later skills justify start buying tube equipment amp help figure tones like music want playi considered various newused amps price range im extremely happy picked one came house brand new amp cost twice much wanted trade id tell go away stop nice twin reverb id give mustang id go buy another one completely blown away amp,1
bought amp probably two years ago amp 3 levels 8 presets total 24 unique presets ranging form heavy metal distortion sounds reverberating clean tones 65 twin reverb orange level far favorite amp includes gain volume separate master volume knob addition bass treble knobs feel like bargain price great amp practice beginners fantastic amp,1
takes hours play around sounds built tuner added foot switch makes good stage nice loud small package variety customizable,1
love small amps played many last 25 years still favorite first super champ early 80s rivera nailed one naturally prefer tubes true tone tried one last year pals place sold within two minutes bought one six months ago playing almost daily since say without doubt versatile solid state practice amp ive ever usedfor money crazy deal never used included online stuff ableton software add even value package doubt wanted warm amp real tone plenty alltime favorite tone clean glassy fender late50searly 60s sound typified bassmans twins deluxes precbs era tone needs tubes really sing amazement amp modeling mustang comes amazingly close sound without tubes youll always miss tube sag crispness snap especially bassman settings strats sound damn good clean settings prs absolutely smokes real leasebreaking volume supersonic dial gain way back nice lowthrottle roarhaving gain volume master lets dial ton tones amp model two separate effects knobs let add chorustremolo etc plus various reverbsdelays etc though find keeping everything totally clean time goes cant get tone want fingers need learn motto amp accurate canabove mustang musical small amp thats real feat 100 clams near miracle add built tuner useful extra amp good effects great amp models software online amp models ill get around one day far get tone need amp plus 20 watts lots headroom straight steal billthe thing missing serious bass volume 8 10 youll always miss real bottom whats solid tight craps top volume rock drummer need roar provides could easily quiet jazz folk gigs puppyall told mustang easily best value practice amp crate line 6 etc dont come close paired ministrat would absolutely perfect beginners set kid looking play anything beatles metallica everything betweencant recommend highly enough anyone thinks real tone cant come small solid state amp cheaper still believefender truly went 11 oneleo would proud best cheap amp,1
mustang 1 great buy another great fender product bells whistles mention sophistication lost looking clean crisp sound little distortion mustang seemed thats getting great little amp much tech,1
bough amp 9 year old son learning guitar christmas present thought since love fender guitars since mini squier wed like get something fender family seriously expected cheap imitation line 6 spider fender logo slapped faith fenderi blown away sounds come amp amp models far real interesting sounding modeling tool ever used amps dont sound digital processed actually sound overdriven crank gain would swear tubes thing listen cant get bassman twin reverb deluxe sound full strongmy biggest compliment mustang modeling amp great sounding vintage tones line 6 tons metal stuff lot weird niche tones vox never really made great modeling stuff digitech sounds super processed vintage tones terribleif play blues rock classic rock country funk etc amp enough metal heavy sounds choices modern metal metalheads might better line 6 stuffthe great thing amp easy tweak tones using amp controls looking controls know right edit sound dont need dive 5 levels deep lcd screen order make great sounding tweaksbut like go deep youll love fender fuse software easy use countless user submitted tones help shape soundthe fact fender included fuse amp also ableton recording software also pretty user friendly fully usable without pay upgrade anything frosting cakei father 4 normally practice night able amp get quiet still sound amazing added features headphone jack aux play whenever want actually selling nice tube amp using mustang amp feel like missing features downgrading sound allthe value amp amazing people shell 23x much line 6 modeler vintage tones sound anywhere close good fender tones bought kid im buying,1
amp awesome great like advertised play modern metal side managed make quite sick distortions using fender fuse software fender fuse simple use get hang get detailed advanced settings get tone desire amp 24 presets advertised shown 3 different colors red green orange totally customize presets want 24 different distortions go another thing comes ableton live demo version program u look tutorials learn use record music cant save bummer know gives kinda pass allows save recordings one last thing purchase one button foot pedal 20the fender mustang 12 use 1 button foot pedal foot pedals uses 2 buttons use fender mustangs 3 remember great amp price,1
playing three decades since owned electric guitar bought amp along epi les paul 100 say wow great combinationthis amp almost unlimited number tones effects well built looks even better person picture plenty power well better anything including stage quality amps like marshals back day great practice amp good enough could use small gig going pick optional foot switchif buy wont disappointed great value,1
ive received mustang spent hour playing fuse software thing outrageous practice amp ive never heard anything like price class size good instrument mic decent monitoring system think could probably gig thing one feature fuse software one seems mention ability add overdrive compressor module post gain preamp incredibly useful tool controlling overdrive characteristics amp models effect fender given amp ability emulate power section saturation overdrive module sounds different much mellower post gain pre gain preamp like normal stomp boxi dont know dedicated modelers except maybe axefx costs 20 times power section saturation highly desirable reason seeing lot low power tube amps like fender champion 600 bugera v5 days problem theyre pretty much useless clean sounds louder volumes dont enough power theyre really good overdriven sounds mustang think fender hit perfect combination flexibility simplicity one package thing sounds way bigger looks way better price would suggest classic fender sound feel many different fender amps without weight cost tube replacement needs whats like best practice amp ive ever played,1
99 get best good sized heavy duty high quality amp tons soundconstruction solid good material parts fender used good stuffsound nice clear loud sound especially 8 speaker 20w amp definitely jam drummer problem shred wearing headphoneseffects 9 amp models ie 57 deluxe metal 2000 etc 9 amp sounds choose apply 24 effects top 9 amp modelsthe effects include chorus deep chorus flange tremelo vibration phaser step filter delay 150ms 300ms 700ms reverb large hall small room echo filter octaver etcso presets 9 amp models preprogrammed three different presets meaning professional put three different combinations effects amp model showcase best soundswhen select preset like first metal 2000 example minute touch gain knob gain programmed preset becomes whatever level set treble bass volume effects moment touch dials effects knobs custom control tweak preset temporarily save wishits great often feel would made present slightly simply grab gain change treble move delay reverb make easyease use plug guitar spin dials select presets change effects plug ipod computer 35mm male cable easypc software ive heard trouble installing mine said error install windows 7 know ways fix time comes usb cable mini amp regular plug computer works mac pc get presets use effects pedels recording instruments computer play guitar rig amplitude awesomesize perfect big enough give serious look quality feel small enough fit easily table next desk etc looks like 18x18 front metallooking grill mesh quality looks greattuner super simple doesnt tell note tune tells left right green center tuneall compared line 6 spider many fender amps one quality sound dozens different effect combinations input footswitch aux ipod usb computer jam headphones hours day since bought reverb gain distortion clean clean channels amp models really good tone guitars sound way better used old mini fender ampdont sleep 99 loud quality amp 1000s worth effects peddles built inand mention easily customizable easy could teach 5 year old select preset change dials want change make changes permanent hitting save otherwise presets stay way factory made themlove amp ive shopped every comparable model one hands worth minimum 150louder friends 60wd one love fender mustang rock awesome let break,1
great little amp get tube amp youre serious playing guitar sound lot better much expensive solid state isnt sameill also say quite difficult get natural sound amp without lot tweaking even wont get great clean tone fender champ x2 great alternative expensive desiralble vintage fender vibro champ go quality save future purchase resale vale great x2 well get tube,1
since last got together old amps way big one rightfender mustang electric guitar amplifier jammin,1
well past 4 years ive running bunch mini micro battery powered small tubed solid state model budget amplifierslets see done blackheart small amps vox mini3 ac4tv roland microcube plus small amps sold fender super champ xd wasnt going get another amp playing apartment neighbors cannot jam way id like toi really liked named amps really didnt give options cranking without disturbing neighbors loved fender super champ probably best wasnt headphone jack blackhearts vox ac4tv potential amps couldnt used settled vox mini3 4watt headphone jack also ac battery powered among lot great features sounds give tube amp optionso said sold super champ like week ago mailing using amazon online mailing appz saw picture price browser new fender mustang figured hell lets see got offer 100 mean everyone giving 5star rating whats 100 bucks even though ive never good sounding solid state ampwell must say thing rocks like 3 phases model amps didnt like first able fine tune em sound pretty great mean 100 amp cannot compared real deals stand pretty nice plus headphone jack couple plugins effects thing blow ears amplifier headphone jacks tap never got loud enough thing screams blowout ears ive like 3 days thinking sending back 100 theres nothing market compare compete sound low pricing options im glad sold fender super champ xd bought one put 150 back pocket yathis best solid state amp ive ever owned still miss tube option im sure something better appear next year well person cannot go wrong buying fender amp adding another fender collection,1
little amp amazing loaded lot samples great amps plug laptop record directly go online download samples directly amp love need practice amp plug headphones practice private amp buy price right size right enough said buy great little amp,1
looks nicer pictured seems solid wellconstructed important sounds fantastic ive amp roughly day stayed good part last night playing couldnt stop morning opened outside doors cranked way half volume scared cat made dog wonder heck new thing making noise beyond halfway setting wouldve hurt ears yes loud absolutely enough amp practice smallevent purposes far ive played amber presets experimented modulations knob like bluesy tubeeffect modelings dont know ill see much need go looking create lot custom settings nice know amp deliver either without additional fuse software incredibly diverse array sounds need ever arise thanks fender looks sounds fantastic,1
got sale gc 80 shipped plus 7 tax arrrgh first foremost amp amazing hype positive reviews read true playing style varies horrible attemps sounding like real player half way decent renditions actual songs lol amp tube amp models sound like real tubes tone sound cant described heard modulations delreverbs well done also effects sound little vanilla digital tweaked fuse software taken completely controls pretty easy understand adjust take brilliant mind figure make amp sound good even substandard playing ability cheap guitars sound great thru amp tuner pretty accurate easy use headphones work well also real complaints minor place store power cord usb cord included printed documentation pretty lame included dvd fuse software downloaded limited online speed took hour headphone jack 35mm good headphones still using 14 big deal 35mm 14 adaptors somewhat weak touchy amp gives audiable pop powered corner protectors looking great small amp give 1000s dollars worth effects amp models 100 clams amazing,1
originally putoff low price went reviews simply awesome amp packed features beginnerintermediate level player would pleased best part complex learn features perfect,1
great little amp mess around various sound changes range sound mimics amazing software came little limited true professionals need home use dont fooled small size baby pumps noise quite well id rarely turn master volume level 4 10 home use small local taverns id set around level 8 regular venue extra marshall 500watt speaker systemyou need time read manual learn settings making fun see kind effects get pedals needed thing gave 4stars later bought mustang iii bunch features extra 200 blowout 100watt speaker mustang iv iii 150watts extra 100watt speaker 40 making extra 200 mustang iv waste mustang ii one 40watt speaker 100 moreif need something play home want try different effects sounds good one cheap price want extra 20watts mustang ii buy one extra 20watt speaker around 30 jury rig otherwise recommend plunking extra 200 get mustang iii digital display readout effects great little guy,1
bought wasnt amp wanted budget reviews picked couldnt happier little amp really impressed add fender fuse software probably best 99 ive spent great amp,1
got one amazon replacement small practice amp older fender 25 watt blackface twochannel didnt integrated efx one less permanantly allocated churchgreat little amp couple days sounds evoke thing amazing clean tones pristine distortion tones bit transistory side havent played setting enough even tried emulations controls straightforward easy operate without glasses bit lacking lowend expected small 8 speaker okay practice rehearsal loud enough rehearsal drummer depending style music purchase single button footswitch well works great switching two settings definehave chance mess included software intend time like fact tweak amp exact preferences stays memory really great featureonly suggestions fender would add recessed area back stow power cord standard computer type optionally included usb cableoverall price incredible value great alternative lugging full rig marshall 2x12 cab racked rocktron pirhanna ada 100 watt tube head alesis midiverb iv stuff get priceupdate fender software download use amp freaking amazing less permanently attached computer via usb constantly tweaking refining tones princeton amp emulation sweet going buy second one probably larger mustang iii cause want larger celestion speaker know pretty much every fender product ever purchased first rate amp exception dont care made mexico guitar differnt matter though amazing little amp,1
im profesional player like play fun sound great everything hobbiest want,1
reviews changed times first got liked sound though sound little cold digital someone wanting record shoegazedreampop nature full cold tones reverbchorusdelay shimmering la cocteau twins chapterhouse lush first thought great fuse software even cooler customizing sound though sound noisy needed compressor take noise awayafter finally realized trying ignore fizzcracklehair called things go fender forums look search yahoogooglethe thing happening amp think things fender guitars sound best silly dont fender dont refuse get squire body played wanted anything strat body unless grand pay older one im going get rinky dink one would get one got like 5 dream guitars firstso everyone different problems pickup quality guitar quality also playing modeling amp like playing computer may fine younger folks lot people ive read complaints trying realize didnt feel like pay shipping return didand glad almost got peavey vypyr glad didnt amp fair really close really cool sound problem read fenders forumwebsite fender acknowledges exists nothing fix future models sorry thats big company bsive reading people saying sounds cold lifeless tube tube like music snobs realized im music snob love music listen anything feel like music create life well returned mustang 2 almost got marshall mg 30 watt cause wanted amp clean sound didnt crackle sound thankfully caught return would finalthe decision make think great id rather start good real tone get effects need kept reading reviews teenagers hadnt played year two saying throw away pedals wont need going get pedals dont need thats kind danger amps end making everyone sound matter tweaking mustang sounded different costumei think amp modeling amps best beginning guitarists ive seen old timers getting amp home use years maybe thats needed something record practice get best real tone possible means tube ampi think played gc wouldnt gotten tried make like amp oooookay fizzlecrackle noise arent playing,-1
far amps model vintage tones bestfor ear line 6 vox crate digitech etc nowhere near fender mustang comparing vintage tonesi played amps effects many companies well many hybrid amps combine tube digital tones looking best recreation vintage blues rock hard rock country tones type tones get famed fender amps mustang series good going doi originally bought mustang 9 year old son first practice amp hooked could hardly let playthe tone editing easy controls amp easy straight forward see need tweak sound turning knobs add fender fuse mix start download new tones web tweak dozens stomp boxes effects free play try keep amp amazing value even mention ableton recording software comes free ampthe reason love amp faithful recreation great fender amps like bassman deluxe reverb twin reverb never heard digital sound replicate tube amps even close welli heard several people say would never buy amp tube amp computer savvyfor tube amp snobsnothing going match sound really great fender tube amp want recreate great fender amps low volumes mustang great practice amp want bring amp practice weighs fraction fender tube amps weighs mustang great choice selling tube amp mustang ii dont gig really need amp practice night kids bedfor noncomputer folkthere plenty keep occupied amp without ever plugging computer want give try couldnt easier download new sounds tweak favorite tonesfor metalheadsthis amp probably go try buy higher gain line 6 vox adt series hybrid amps get really heavy tones decent metal tones download fuse real strength amp vintage toneslet make clear played sons squier mini guitar amp sounds really amazing fender strat squier tele les paul sound amazing ampthis first piece guitar equipment given absolutely buyers remorse unbeatable value great toy perfect practice tool cant beat best modeling amp vintage tones,1
